SMILES,mol_id,qed,sim
CC(C)C.[CH]C1CN(C(C)C)[C@]([CH])(O)C(=O)N1c1ccc(F)cc1,150,0.9040313322223016,0.19480519480519481
CC(C)c1ccccc1OC(=O)N(C)C1CCC([NH3+])CC1=O,150,0.927510264266848,0.14285714285714285
CC(C)c1ccccc1OC(=O)N(C)C1CCC([NH2+])CC1C,150,0.9332946349795116,0.11627906976744186
CC(C)c1ccccc1OC(=O)N(C)C1CCC([NH3+])CC1,150,0.9306658266255882,0.1375
CC(C)c1ccccc1OCC(=O)N(C)C1CCC([NH3+])CC1,150,0.9064261447542991,0.14634146341463414
CC(C)C.[C][C@@]1(O)C(=O)N(c2ccc(F)cc2)C([CH])CN1C(C)C,150,0.9049433119264767,0.19230769230769232
CN(C(=O)COc1ccccc1Br)C1CCC([NH3+])CC1,150,0.9078034559691573,0.12195121951219512
CCOC1=CC12C(=O)CCC[C@H]2C(=O)Nc1cccc(F)c1,151,0.929811132543987,0.24390243902439024
Cc1occc1C(=O)N1CCC[C@H]1C(=O)Nc1cccc(F)c1,151,0.9466798100971163,0.1744186046511628
CCOC1=CC12C(N)CCCN2C(=O)Nc1cccc(F)c1,151,0.9011207056222252,0.25301204819277107
Cc1cccc(NC(=O)[C@@H]2[CH]CCN2C(=O)c2ccoc2C)c1,151,0.9476593546686035,0.13793103448275862
CCOC1=CC12C(=O)CC[CH]N2C(=O)Nc1cccc(F)c1,151,0.9338062934249208,0.2
Cc1occc1C(=O)N1CC[CH][C@H]1C(=O)Nc1cccc(F)c1,151,0.9471125330206935,0.14772727272727273
CCOC1=C2C1C(=O)C[CH]N2C(=O)Nc1cccc(F)c1,151,0.9303278368764311,0.2375
CCOC1=CC12C(=O)CCCN2C(=O)Nc1cccc(F)c1,151,0.9337691126244733,0.21428571428571427
Cc1cccc(NC(=O)[C@@H]2CCCN2C(=O)c2ccoc2C)c1,151,0.9467719258069934,0.16470588235294117
Cc1occc1C(=O)N1CC[CH][C@H]1C(=O)NC=CC1=CCCCC=C1,151,0.9153208857433393,0.10526315789473684
CCOC1=CC1C(=O)N1CC[CH][C@H]1C(=O)Nc1cccc(C)c1,151,0.9071412324274025,0.18604651162790697
CCCC(=O)N1CCC(O)OC1c1cccc(F)c1,152,0.912949727020808,0.23076923076923078
CCN(C(=O)CC(N)c1ccc(C)cc1F)C(=O)c1ccoc1C,152,0.9125006722586424,0.2692307692307692
CCc1c(F)ccnc1C1OC(C)CCN1NCC(C)=O,152,0.900030806091595,0.21686746987951808
CC(=O)CNN1CCC(C)OC1c1nccc(F)c1F,152,0.9096350122057819,0.225
CC(=O)CNN1CCC(C)CC1c1nccc(F)c1Cl,152,0.9283827529428051,0.20481927710843373
CC(=O)CNN1CCC2CC=Cc3c(F)cccc3C1O2,152,0.9280704902936922,0.21686746987951808
CC(=O)CNN1CCC2CCCc3c(F)cccc3C1O2,152,0.9282874505645725,0.2073170731707317
CCCC(=O)N1CCC(O)OC1c1cccc(F)c1C,152,0.9257775804873716,0.2125
CC(=O)CNN1CCC(C)CC1c1nccc(F)c1C,152,0.9189678471940417,0.225
CCN(C(=O)CC(N)c1ccc(F)cc1F)C(=O)c1ccoc1C,152,0.9106099531729197,0.33783783783783783
CCCC(=O)N1CCC(O)OC1c1nccc(F)c1F,152,0.9187965123864801,0.20987654320987653
CC(=O)CNC1CCC(C)OC1c1nccc(F)c1C,152,0.9192942997384501,0.20987654320987653
CC(=O)CNN1CCC(C)OC1c1cccc(F)c1C,152,0.9188947950740542,0.22784810126582278
C[C@@H](CNC(=O)[C]1CCCC[C][S@](=O)CC1)c1ccco1,153,0.9301963914195216,0.2972972972972973
C[C@@H](CNC(=O)[C@H]1CCCC[C][S@@](=O)CC1)c1ccco1,153,0.9301052575731659,0.36619718309859156
C[C@@H](CNC(=O)[C@H]1CCCC[C][S@](=O)CC1)c1ccco1,153,0.9301052575731659,0.36619718309859156
C[C@@H](CNC(=O)[C@H]1CCCCCC(=O)CC1)c1ccco1,153,0.9242156738934569,0.3939393939393939
CC(=CNC(=O)[C@H]1CCCCC[S@](=O)CC1)c1ccco1,153,0.9331373066639398,0.273972602739726
C[C@@H](CNC(=O)[C@H]1[CH]CCC[CH][S@@](=O)CC1)c1ccco1,153,0.9301272815666937,0.352112676056338
CC(=CNC(=O)[C@H]1[CH]CCCC[S@](=O)CC1)c1ccco1,153,0.933760274304433,0.25333333333333335
C[C@@H](CNC(=O)[C@H]1CCCCC[S@](=O)CC1)c1ccco1,153,0.9299143859000112,0.38235294117647056
C[C@@H](CNC(=O)[C@H]1CCCC[CH][S@](=O)CC1)c1ccco1,153,0.9297827228826605,0.37142857142857144
C[C@@H](CNC(=O)[C@H]1[CH]CCCC[S@](=O)CC1)c1ccco1,153,0.9298126684126012,0.35714285714285715
C[C@@H](CNC(=O)C1CCCCCC(=O)CC1)c1ccco1,153,0.9242156738934569,0.3939393939393939
C[C@@H](CNC(=O)[C]1CCCC[C][S@@](=O)CC1)c1ccco1,153,0.9301963914195216,0.2972972972972973
C[C@@H](CNC(=O)[C@H]1[CH]CCC[CH][S@](=O)CC1)c1ccco1,153,0.9301272815666937,0.352112676056338
CC(=CNC(=O)C1CCCC[CH][S@](=O)CC1)c1ccco1,153,0.9321940483664902,0.2631578947368421
C[C@@H](CNC(=O)[C@H]1CCCCC[S@@](=O)CC1)c1ccco1,153,0.9299143859000112,0.38235294117647056
C[C@@H](CNC(=O)C1CCCC[C][S@@](=O)CC1)c1ccco1,153,0.9301052575731659,0.36619718309859156
C[C@@H]([CH]NC(=O)C1CCCC[C][S@@](=O)CC1)c1ccco1,153,0.9298203437038605,0.3108108108108108
CNCC1CCCN(c2ccc(C#N)cn2)CCS1,154,0.9132117050952384,0.4915254237288136
CNCC1CCCN(c2ccc(C#N)cn2)CC(CCF)S1,154,0.9029018465444617,0.42424242424242425
CNCC1[CH]C(=CCl)CN(c2ccc(C#N)cn2)CCC1,154,0.9326248160986149,0.4375
CNCC1CCCN(c2ccc(C#N)cn2)CC(C)S1,154,0.9251921818201961,0.45161290322580644
CNCC1CCCN(c2ccc(C#N)cn2)CCC1,154,0.9024730453683865,0.5471698113207547
CNCCC1=NCCCCN(c2ccc(C#N)cn2)CC1,154,0.9186381479114458,0.48333333333333334
CCC1CN(c2ccc(C#N)cn2)CCCC(CNC)S1,154,0.9265540587260092,0.4444444444444444
CNCC1CCCN(c2ccc(C#N)cn2)C=CS1,154,0.9166235651625739,0.390625
Cc1c(Cl)cccc1S(=O)(=O)C1CC(C)CC[NH+](C)C1,155,0.9023206302860917,0.38095238095238093
Cc1c(Cl)cccc1S(=O)(=O)[CH]C1CCCC[C@@H]1C#[NH+],155,0.9297272283426273,0.29850746268656714
Cc1c(Cl)cccc1S(=O)(=O)CC1CCC[NH+](C)C1C,155,0.9222091398829461,0.375
Cc1c(Cl)cccc1S(=O)(=O)C=CC1CC[NH+](C)CC1,155,0.9246676464534969,0.4166666666666667
Cc1c(Cl)cccc1S(=O)(=O)C(C)C1CCC[NH+]CC1,155,0.9267272706935064,0.3384615384615385
Cc1c(Cl)cccc1S(=O)(=O)CC1CCC[NH+](C)CC1,155,0.9222365122396202,0.4262295081967213
Cc1c(Cl)cccc1S(=O)(=O)CC(C)C1CC[NH+](C)CC1,155,0.916529886598294,0.4745762711864407
Cc1c(Cl)cccc1S(=O)(=O)[CH]C(C)C1CC[NH+](C)CC1,155,0.9188819303628352,0.45
Cc1c(Cl)cccc1S(=O)(=O)C(C)C1CC[NH+](C)CC1,155,0.9222091398829461,0.47368421052631576
Cc1c(Cl)cccc1S(=O)(=O)[CH]C1CCC[NH+](C)CC1,155,0.924995611604882,0.4032258064516129
Cc1c(Cl)cccc1S(=O)(=O)[CH]C1CCCC[NH+]CC1,155,0.9288446681448956,0.30303030303030304
Cc1c(Cl)cccc1S(=O)(=O)[CH]C=C1CC[NH+](C)CC1,155,0.9242345413065091,0.423728813559322
Cc1c(Cl)cccc1S(=O)(=O)[CH]C(C)C1CC[NH+](C)C1C,155,0.9188662057148791,0.38461538461538464
Cc1c(Cl)cccc1S(=O)(=O)CC1(C)CC(C)CC[NH+]1C,155,0.9217092867462428,0.38461538461538464
Cc1c(Cl)cccc1S(=O)(=O)[CH]C1CC(C)CC[NH+](C)C1,155,0.9224598727264198,0.36923076923076925
Cc1c(Cl)cccc1S(=O)(=O)[CH]CC1CC[NH+](C)CC1,155,0.9214078338784544,0.43333333333333335
Cc1c(Cl)cccc1S(=O)(=O)CC[C]1CCC[NH+](C)CC1,155,0.9182711255978799,0.41935483870967744
Cc1cc(C)c2c(c1)C(C(=O)NCCC(=O)N1CCC1)=CC1CC1C=N2,156,0.9066022616552096,0.1839080459770115
Cc1cc(C)n2nc(C3CC3)c(C(=O)NC=C3COC3)c2c1,156,0.946608652298239,0.12941176470588237
CCCc1nn2c(C)cc(C)cc2c1C(=O)NC1CCOC1,156,0.9433265527595505,0.16279069767441862
Cc1cc(C)n2nc(C3CC3)c(C(=O)NC3CCOC3)c2c1,156,0.9462360765979687,0.1411764705882353
Cc1cc(C)c2c(c1)C(C(=O)NCCC(=O)N1CCC1)=CC1CC(=N2)C1,156,0.9065214836265508,0.18823529411764706
Cc1cc(C)n2nc(C3CC3)c(C(=O)NC3CCOC3)c2c1C,156,0.9475749097836866,0.12643678160919541
Cc1cc2c3c(C)c1C(=N3)C1CC1C=C2C(=O)NCCC(=O)N1CCC1,156,0.9078141637994491,0.1797752808988764
Cc1cc(C)n2nc(C3CC3)c(C(=O)NC=C3COC3)c2c1C,156,0.9480700749161364,0.11494252873563218
Cc1cc(C)c2nc(C3CC3)cc(C(=O)NCCC(=O)N3CCC3)c2c1,156,0.9003559506485741,0.1744186046511628
CCCc1nn2c(C)cc(C)cc2c1C(=O)NC=C1COC1,156,0.9436605948361566,0.15476190476190477
CCc1c2nn3c(c(C)cc13)=C(C(=O)NC1CCOC1)C1CC21,156,0.9232916534571346,0.13186813186813187
CCNC(=O)C1CC=Cc2c(ccnc2-n2ccnc2C)[CH]CC1,157,0.9440922819196337,0.19767441860465115
Cc1cc2c3nc(cc(C(=O)NCCC(=O)N4CCCC4)c3c1)CCCC2,157,0.905208492478675,0.36486486486486486
CCNC(=O)C1C[CH][CH]c2ccnc(-n3ccnc3C)c2C=CC1,157,0.9450285872205185,0.18823529411764706
CCNC(=O)C1CC=Cc2c(ccnc2N2C=CCC2C)[CH]CC1,157,0.9219779366422514,0.16853932584269662
CCNC(=O)C1CC=Cc2c(cccc2-n2ccnc2C)NCC1,157,0.9116435899453349,0.20689655172413793
Cc1nccn1-c1nccc2c1C=CC(C(=O)NC(C)C)C[CH][CH]2,157,0.9450305902547733,0.1348314606741573
CCNC(=O)C1CC=Cc2c(ccnc2-n2ccnc2C)NCC1,157,0.9095551990908349,0.21176470588235294
CCN1C=C2CCC2CCN(c2ccc3[nH]c(=O)cc(C)c3n2)CC1,158,0.9142860090851518,0.19540229885057472
Cc1ccc(Sc2nc(O)nc(N3CCCC3)n2)cc1,158,0.9365199992002459,0.16
Cc1ccc(Sc2nc(O)nc(N3CCCC3)n2)c(C)c1,158,0.9402971364468414,0.15384615384615385
Cc1ccc(Sc2nc(O)nc(N3CCCC3)n2)c(C)c1C,158,0.9376154594218636,0.15584415584415584
Cc1ccc(SC2CC(O)=NC(N3CCCC3)=N2)c(C)c1C,158,0.9012510545752196,0.14814814814814814
Cc1ccc(Sc2nc(O)nc(N3CCCC3)n2)cc1C,158,0.9402971364468414,0.15384615384615385
CC12CCCC1=NC(Sc1ccc3c(c1)C3)CC(O)=NC2,158,0.9107786928769243,0.1
CC[CH]c1c2cnn1CCC[NH+]CC[C@H](c1ccc(F)cc1)C2,159,0.9274562392669182,0.14942528735632185
CCOc1c2cnn1CCC[NH+]CC[C@H](c1ccc(F)cc1)C2,159,0.9392790986302083,0.13636363636363635
C=C[CH]c1c2cnn1CCC[NH+]CC[C@H](c1ccc(F)cc1)C2,159,0.926261014437874,0.0989010989010989
Cc1cnn(CCC[NH+]2[CH][C@H](c3ccc(Cl)cc3)CC2)c1,159,0.9005252638219843,0.12790697674418605
O=C(NN1C=CC(C2CCCS2)=CC1)c1ccnc2c1C2,160,0.9442591173179324,0.10714285714285714
CC(CC=C1C=C1)N1CCN(c2ccc(O)cc2)CC1,160,0.9111015343493696,0.3
O=C(NC1C=CC(C2CCCS2)=CC1)c1ccnc2c1C2,160,0.9471753156113243,0.09523809523809523
CCCN1CCN2CCN(c3ccc(O)cc3)CC2C=C(C)N=N1,160,0.9263154350632766,0.3088235294117647
C=C(NN1C=C[C@H]2CCSC(CC1)C2)c1ccnc2c1C2,160,0.9419238675973849,0.12195121951219512
CC(Cc1cccnn1)N1CCN(c2ccc(O)cc2)CC1,160,0.934593008552878,0.2923076923076923
C=C(NN1C=CC(C2CCCS2)=CC1)c1ccncc1C,160,0.9205886930552609,0.13253012048192772
CCON1CCCN2CCN(c3ccc(O)cc3)CC2CC(CC)=N1,160,0.9083646099861056,0.24324324324324326
CCCN1CCN2CCN(c3ccc(O)cc3)CC2C=C(C)C=N1,160,0.9258348653134477,0.3088235294117647
CC(=O)Cc1sccc1C(=O)Nc1ccc(Cl)cc1,161,0.9321184373538072,0.30612244897959184
Cc1ccc(NC(=O)c2ccsc2CC2CCON2C)cc1,161,0.938627841237922,0.2711864406779661
C=C1C(c2cccnc2)=CCCN1C(=O)c1c[nH]nc1CC,161,0.9465086762289918,0.0958904109589041
Cc1ccc(NC(=O)c2ccsc2N(C)C)cc1,161,0.9172739778447982,0.32608695652173914
Cc1ccc(NC(=O)c2ccsc2C2CON(C)C2)cc1,161,0.9458756078849272,0.26785714285714285
CC(=O)Cc1sccc1C(=O)Nc1ccc(C)cc1,161,0.9271497620860847,0.3125
CC=C1C(c2cccnc2)=CCCN1C(=O)c1c[nH]nc1CC,161,0.9468396125268428,0.09333333333333334
CC(=O)CCc1sccc1C(=O)Nc1ccc(C)cc1,161,0.9080658218909509,0.3
CCc1n[nH]cc1C(=O)N1CCC=C(c2cccnc2)C1,161,0.9392359935024464,0.08333333333333333
O=C(CC1=CC=CN2CCCC2CC=N1)NC1=C2c3ccc2n3C1,162,0.9440505961417045,0.09782608695652174
CC1CCCN1c1ccc(CC(=O)NC2Cn3cc4cc3C42)nc1,162,0.9372610267188773,0.15730337078651685
C[C@@H](OC(=O)NC1[C]C(OC(F)(F)F)=CC=C1)c1ccccn1,162,0.9220443967859573,0.45588235294117646
O=C1NCC=CC=C(C(F)CF)C[C@H](c2ccccn2)O1,162,0.931888331712133,0.18518518518518517
C[C@@H](OC(=O)NC1C=CC=C(OC(F)(F)F)C1)c1ccccn1,162,0.9169564772354704,0.5
O=C(Cc1cccn2c(ncn1)CCC2)NC1=Cc2cccn2C1,162,0.938351247057653,0.11494252873563218
C[C@@H](OC(=O)N[C@@H]1C=CC=C(OC(F)(F)F)C1)c1ccccn1,162,0.9169564772354704,0.5
C[C@@H](OC(=O)NC1[C]C(OC(F)(F)F)=CC[CH]1)c1ccccn1,162,0.9211942797812919,0.47058823529411764
CC1CCCN1c1ccc(CC(=O)NC2=Cc3cccn3C2)nc1,162,0.941131683235254,0.14444444444444443
C[C@@H](NC(=O)N1[CH][CH]CC=C(C(F)CF)O1)c1ccccn1,162,0.9298108866110321,0.2692307692307692
O=C1N[CH]C=CC=C(C(F)CF)C[C@H](c2ccccn2)O1,162,0.9307138633370484,0.2
